No,Fecha,Bateador,Eqp Po,Lanzador,Eqp Pe,Inn,Corredores,Zona,Estadio
610,12/14/2019,LARDUERT DOMÍNGUEZ Yuniesky (LTU),LTU,MEJÍAS RODRÍGUEZ Uber Luis (SCU),SCU,3,1B,CF,Julio Antonio Mella. Las Tunas (LTU)
611,12/14/2019,SILVA LA O Edilse (SCU),SCU,SÁNCHEZ PÉREZ Angel (LTU),LTU,3,,RF,Julio Antonio Mella. Las Tunas (LTU)
612,12/14/2019,ALARCÓN TARDIO Yordanis (LTU),LTU,BICET LABRADA Alberto (SCU),SCU,5,2B-3B,CF,Julio Antonio Mella. Las Tunas (LTU)
613,12/14/2019,PEÑA TORRES Dailier (LTU),LTU,BARBOSA GÓMEZ José Carlos (SCU),SCU,8,,RF,Julio Antonio Mella. Las Tunas (LTU)
614,12/14/2019,GUZMÁN LEBLANCH Luis (SCU),SCU,LABRADA PÉREZ Yacel (LTU),LTU,8,1B,RF,Julio Antonio Mella. Las Tunas (LTU)
615,12/14/2019,VIÑALES ALVAREZ Rafael (LTU),LTU,BETANCOURT CHACÓN Danny (SCU),SCU,2,1B-3B,LF,Julio Antonio Mella. Las Tunas (LTU)
616,12/14/2019,ALARCÓN TARDIO Yosvani (LTU),LTU,BETANCOURT CHACÓN Danny (SCU),SCU,5,,CF,Julio Antonio Mella. Las Tunas (LTU)
617,12/14/2019,ARRUEBARUENA ESCALANTE Bárbaro Erisbe (MTZ),MTZ,GARCÍA RONDÓN César (CFG),CFG,6,1B-2B,CF,5 de Septiembre. Cienfuegos (CFG)
618,12/15/2019,IBÁÑEZ ARAGÓN Yusniel (CFG),CFG,YERA MONTALVO Yoanni (MTZ),MTZ,7,,RF,5 de Septiembre. Cienfuegos (CFG)
619,12/15/2019,ARRUEBARUENA ESCALANTE Bárbaro Erisbe (MTZ),MTZ,LAHERA BETANCOURT Miguel (CFG),CFG,9,1B,RF,5 de Septiembre. Cienfuegos (CFG)
620,12/15/2019,ALARCÓN TARDIO Yordanis (LTU),LTU,SANTIESTEBAN PEÑA Carlos A. (SCU),SCU,6,2B,LF,Julio Antonio Mella. Las Tunas (LTU)
621,12/16/2019,CEPEDA CRUZ Frederich (IND),IND,TRENCH GARCÍA Roger (CMG),CMG,5,1B,LF,Cándido González. Camaguey (CMG)
622,12/16/2019,MARTÍNEZ MARRERO Ariel (MTZ),MTZ,GARCÍA RONDÓN César (CFG),CFG,8,,LF,5 de Septiembre. Cienfuegos (CFG)
623,12/16/2019,COLÁS LEÓN Oscar Luis (SCU),SCU,CIVIL HIDALGO Alberto Pablo (LTU),LTU,5,,CF,Julio Antonio Mella. Las Tunas (LTU)
624,12/16/2019,REYNA LÓPEZ Andrés (SCU),SCU,GARCÍA SÁNCHEZ José Angel (LTU),LTU,9,1B-2B,LF,Julio Antonio Mella. Las Tunas (LTU)
625,12/18/2019,CEPEDA CRUZ Frederich (IND),IND,FONT MUSTELIER Carlos (SCU),SCU,3,,CF,Latinoamericano. Cerro (HAB)
626,12/18/2019,ARRUEBARUENA ESCALANTE Bárbaro Erisbe (MTZ),MTZ,RODRÍGUEZ YORDI Yariel (CMG),CMG,2,,LF,Cándido González. Camaguey (CMG)
627,12/18/2019,IBÁÑEZ ARAGÓN Yusniel (CFG),CFG,CRUZ RONDÓN Yoalkis (LTU),LTU,7,2B-3B,CF,Julio Antonio Mella. Las Tunas (LTU)
628,12/18/2019,PEÑA RIVERO Denis (LTU),LTU,RAMÍREZ GOITIZOLO Carlos Damián (CFG),CFG,8,1B-2B,LF,Julio Antonio Mella. Las Tunas (LTU)
629,12/19/2019,ARRUEBARUENA ESCALANTE Bárbaro Erisbe (MTZ),MTZ,MEDINA GARCÍA Frank Luis (CMG),CMG,5,,RF,Cándido González. Camaguey (CMG)
630,12/20/2019,MOREJON REYES Frank Camilo (IND),IND,GARCÍA ANDÚJAR Ulfrido (SCU),SCU,1,2B-3B,LF,Latinoamericano. Cerro (HAB)
631,12/20/2019,CALDERÓN MONTERO Alberto (IND),IND,BICET LABRADA Alberto (SCU),SCU,3,1B,RF,Latinoamericano. Cerro (HAB)
632,12/20/2019,TORRES BAENA Santiago (SCU),SCU,CHI MONTOYA Bryan (IND),IND,1,,LF,Latinoamericano. Cerro (HAB)
633,12/20/2019,HERNÁNDEZ APESTEÑIZ Stayler (IND),IND,SANTANA SATIESTEBAN Carlos (SCU),SCU,8,1B,LF,Latinoamericano. Cerro (HAB)
634,12/21/2019,TORRES BAENA Santiago (SCU),SCU,ORTEGA DEL RÍO Marcos (IND),IND,3,,LF,Latinoamericano. Cerro (HAB)
635,12/22/2019,ALARCÓN TARDIO Yordanis (LTU),LTU,CRUZ SALDÍVAR Naykel Yoel (MTZ),MTZ,5,1B-2B-3B,LF,Victoria de Girón. Matanzas (MTZ)
636,12/22/2019,MARTÍNEZ MARRERO Ariel (MTZ),MTZ,PAREDES CÉSPEDES Wilson (LTU),LTU,5,,CF,Victoria de Girón. Matanzas (MTZ)
637,12/22/2019,BLANCO DÍAZ Eduardo (MTZ),MTZ,PAREDES CÉSPEDES Wilson (LTU),LTU,8,,CF,Victoria de Girón. Matanzas (MTZ)
638,12/22/2019,GRACIAL GARCÍA Yurisbel (MTZ),MTZ,PAREDES CÉSPEDES Wilson (LTU),LTU,8,,CF,Victoria de Girón. Matanzas (MTZ)
639,12/23/2019,GUIBERT STEVEN Yoelkis (SCU),SCU,COUSIN DE LA ROSA Yosimar (CMG),CMG,1,1B-3B,CF,Guillermón Moncada. Santiago de Cuba (SCU)
640,12/23/2019,GUZMÁN LEBLANCH Luis (SCU),SCU,PÉREZ GARCIA Adrián (CMG),CMG,5,,RF,Guillermón Moncada. Santiago de Cuba (SCU)
641,12/23/2019,ARRUEBARUENA ESCALANTE Bárbaro Erisbe (MTZ),MTZ,SÁNCHEZ PÉREZ Angel (LTU),LTU,3,2B,CF,Victoria de Girón. Matanzas (MTZ)
642,12/23/2019,GRACIAL GARCÍA Yurisbel (MTZ),MTZ,CIVIL HIDALGO Alberto Pablo (LTU),LTU,6,,CF,Victoria de Girón. Matanzas (MTZ)
643,12/24/2019,LUIS CAMPILLO Willian (MTZ),MTZ,VIERA ALVAREZ Carlos Juan (LTU),LTU,2,1B-2B,CF,Victoria de Girón. Matanzas (MTZ)
644,12/24/2019,ARRUEBARUENA ESCALANTE Bárbaro Erisbe (MTZ),MTZ,VIERA ALVAREZ Carlos Juan (LTU),LTU,4,1B-2B,CF,Victoria de Girón. Matanzas (MTZ)
645,12/24/2019,ARRUEBARUENA ESCALANTE Bárbaro Erisbe (MTZ),MTZ,CRUZ RONDÓN Yoalkis (LTU),LTU,6,1B,CF,Victoria de Girón. Matanzas (MTZ)
646,1/3/2020,CEPEDA CRUZ Frederich (IND),IND,BLANCO MATOS Lázaro (CMG),CMG,1,,RF,Latinoamericano. Cerro (HAB)
647,1/3/2020,ANDERSON STEPHES Leslie (CMG),CMG,BAÑOS CHACÓN Vladimir (IND),IND,3,1B,RF,Latinoamericano. Cerro (HAB)
648,1/3/2020,SAMÓN MATAMOROS Yordanis (IND),IND,RODRÍGUEZ YORDI Yariel (CMG),CMG,6,1B,RF,Latinoamericano. Cerro (HAB)
649,1/4/2020,SANTOYA ZULUETA Yasiel (MTZ),MTZ,SANTANA SATIESTEBAN Carlos (LTU),LTU,8,,RF,Julio Antonio Mella. Las Tunas (LTU)
650,1/7/2020,CEPEDA CRUZ Frederich (IND),IND,RODRÍGUEZ YORDI Yariel (CMG),CMG,2,,LF,Cándido González. Camaguey (CMG)
651,1/8/2020,CASTRO MOÑAGORRY Danel (LTU),LTU,YERA MONTALVO Yoanni (MTZ),MTZ,1,,LF,Victoria de Girón. Matanzas (MTZ)
652,1/11/2020,CAMERO RODRÍGUEZ Javier (MTZ),MTZ,BLANCO MATOS Lázaro (CMG),CMG,2,,CF,Cándido González. Camaguey (CMG)
653,1/11/2020,CAMERO RODRÍGUEZ Javier (MTZ),MTZ,MADAN MONTEJO Frank (CMG),CMG,7,1B-2B-3B,LF,Cándido González. Camaguey (CMG)
654,1/15/2020,PRIETO ECHEVARRÍA César (MTZ),MTZ,MEDINA GARCÍA Frank Luis (CMG),CMG,7,,LF,Victoria de Girón. Matanzas (MTZ)
655,1/18/2020,PRIETO ECHEVARRÍA César (MTZ),MTZ,COUSIN DE LA ROSA Yosimar (CMG),CMG,1,,LF,Cándido González. Camaguey (CMG)
656,1/18/2020,ARRUEBARUENA ESCALANTE Bárbaro Erisbe,MTZ,COUSIN DE LA ROSA Yosimar (CMG),CMG,2,,CF,Cándido González. Camaguey (CMG)
